"","logFC","logCPM","PValue","FDR","significant"
"RPH1",0.125506636410031,6.54040919132032,0.573808218735212,0.815250530730946,"No"
"SCH9",0.121537441800658,6.99975601132092,0.573980716116556,0.815250530730946,"No"
"NTE1",-0.131712536260639,5.70874905282301,0.57426908126804,0.815250530730946,"No"
"CDC33",0.116778682407066,8.72146209127484,0.574410539618478,0.815250530730946,"No"
"TDA7",0.119846048852588,7.35884312275478,0.57474960874016,0.815250530730946,"No"
"OSH3",-0.122033048663618,6.74247436454129,0.57489412104095,0.815250530730946,"No"
"PUP1",0.119935227521716,7.30798730900155,0.575056594538188,0.815250530730946,"No"
"SPP382",0.157727021970762,4.37877859010648,0.575092396481005,0.815250530730946,"No"
"SEN1",0.123058343740147,6.59195580047495,0.57513842359821,0.815250530730946,"No"
"ARC35",0.117050258013774,8.39818444649853,0.575193172290186,0.815250530730946,"No"
"AMS1",0.117655329440387,7.96107293900665,0.57613884726228,0.815700380468406,"No"
"CEX1",-0.127969322405858,6.01660588696743,0.576149443757686,0.815700380468406,"No"
"MRE11",-0.133932463983887,5.44039613666625,0.576153788381449,0.815700380468406,"No"
"PTC7",-0.122566145674327,6.6843601563394,0.576275777618773,0.815700380468406,"No"
"EAF5",-0.141616657361856,5.04067388382593,0.576298067606468,0.815700380468406,"No"
"EXP1",-0.122891213304687,6.59706041719173,0.576495492742653,0.815756873473826,"No"
"ERG20",0.116080284650514,8.70837277125744,0.576769757482555,0.81592203605631,"No"
"OAF1",-0.124932425417981,5.95336364326554,0.577646957030769,0.816939811704629,"No"
"SEC72",0.125739294298397,6.18502040461208,0.578230031674115,0.817541177734164,"No"
"HHO1",0.118572939723757,7.36360815901978,0.57880025181844,0.818124045897298,"No"
"RBG2",0.128738556083964,5.72735631684436,0.579053892026783,0.818130304907744,"No"
"SKI3",0.130555375101474,5.40374778641337,0.579120621315271,0.818130304907744,"No"
"STP2",-0.117758106599888,7.52366211924607,0.579743695934611,0.818377590565696,"No"
"PSK1",-0.119920778795516,6.95682682424225,0.579823148629566,0.818377590565696,"No"
"FMN1",0.123582086682532,6.54132992943553,0.579953836101964,0.818377590565696,"No"
"RPN12",0.118058404201221,7.39970731908065,0.580057603376235,0.818377590565696,"No"
"FES1",-0.117108176836602,7.70662549821964,0.580085756896441,0.818377590565696,"No"
"EDC1",0.155962185788661,4.40372043279764,0.580524575909781,0.818773632526349,"No"
"SAM1",-0.114228515778731,9.25296884277931,0.580785491100288,0.818918611055919,"No"
"TGS1",-0.129470048067555,5.41206548476739,0.581051061141731,0.819070072306212,"No"
"LEU4",0.113263873872439,10.4431834410784,0.581377031809016,0.819132468060862,"No"
"TPM1",-0.11597412811822,7.9938548741826,0.581411653329162,0.819132468060862,"No"
"KOG1",-0.132930820877068,5.25208214989185,0.582722912059265,0.820627951146987,"No"
"IES3",0.126921372514186,5.82754921461803,0.583252630848651,0.820627951146987,"No"
"NUP42",-0.124773173503831,5.78819785692726,0.583490422546735,0.820627951146987,"No"
"TRM732",0.123806476117317,6.01190922807231,0.583501677973606,0.820627951146987,"No"
"PTP2",0.126177979791871,5.90385604192864,0.583504610288444,0.820627951146987,"No"
"ZUO1",0.114693313674464,8.30024891469129,0.583522232309159,0.820627951146987,"No"
"BUD16",0.130932045907818,5.47415069125308,0.583636532358439,0.820627951146987,"No"
"REF2",-0.127019838923841,5.86791423024897,0.583740755363101,0.820627951146987,"No"
"BUD23",-0.129257873008847,5.47609880262839,0.584554290255612,0.821331507820108,"No"
"RIO2",0.124647693895629,6.05060803706074,0.584558396954029,0.821331507820108,"No"
"MEC1",0.143752026020209,4.70404518067428,0.584975509416855,0.821694646940572,"No"
"ELF1",-0.117100155075696,7.23301833032669,0.585152494157437,0.821720381573039,"No"
"POL32",-0.142721734587529,4.52808844201816,0.585557250849487,0.82206587209257,"No"
"RPL32",0.112059965754355,10.0848904069784,0.585976100999912,0.822309755870203,"No"
"RNA14",-0.120278568680702,6.70289640588355,0.58604852460261,0.822309755870203,"No"
"RBP95",-0.13443499819925,5.01401178610697,0.586246369569107,0.822364557962731,"No"
"PAC2",-0.13814063654702,4.94495733529694,0.586639932744947,0.822615357993791,"No"
"HCM1",-0.130666196022608,5.43438943484077,0.586742833062186,0.822615357993791,"No"
"ORC1",-0.130545312364739,5.27027251503659,0.586913647969529,0.822632146910471,"No"
"KRE28",-0.133459483170602,5.21268356779621,0.587320563264113,0.822979761132262,"No"
"VMA11",0.113142845337947,8.41818262238987,0.587958396291378,0.823650672002447,"No"
"ABD1",0.125194842746735,5.92410940142847,0.588343808104034,0.823967707455596,"No"
"SIF2",-0.123072976827953,6.03403383725948,0.588657032053289,0.824005360844511,"No"
"SEC39",0.126314292890947,5.63903897156795,0.588688904252691,0.824005360844511,"No"
"PHO5",-0.126772703226801,5.64057158018122,0.589507983846617,0.824814132539372,"No"
"MEX67",0.120766116746526,6.29130512950369,0.589630561283037,0.824814132539372,"No"
"IKI3",0.119603801274237,6.62854538973535,0.589878823077957,0.824814132539372,"No"
"NSE1",0.122553444912914,6.03869377127536,0.589927051343177,0.824814132539372,"No"
"RSC4",0.124346443155464,5.81673219192916,0.590167400863958,0.824814132539372,"No"
"TAP42",0.128068789257683,5.4523712212311,0.590456373851786,0.824814132539372,"No"
"OSI1",-0.129702515606602,5.34505736548408,0.590501541997755,0.824814132539372,"No"
"MSS51",0.11569115752066,7.16387016467827,0.590540800049428,0.824814132539372,"No"
"PIB1",0.117419346785138,6.67879156489834,0.591058573392691,0.825314734861349,"No"
"THO1",0.115987664888534,7.0340686243741,0.59130938542154,0.825442400835082,"No"
"DSS4",-0.132534126940901,5.10796028948695,0.591643540268538,0.825686309633726,"No"
"SMT3",-0.116074570220372,6.97705673567652,0.591885920293029,0.825802042348491,"No"
"RPN1",-0.113031225735981,7.80226876473896,0.592605465919997,0.826257848479134,"No"
"YOS9",-0.124404902346537,5.97983704738146,0.592640483334586,0.826257848479134,"No"
"SLF1",0.144300898346522,4.45627591005764,0.592691235199842,0.826257848479134,"No"
"RPT6",0.113868898045819,7.45143794609373,0.593133773719295,0.826652264287468,"No"
"DSK2",0.113917255546565,7.39966992542814,0.593531293360291,0.826983741811393,"No"
"MKK1",-0.12345226869032,5.87241101489534,0.594009591328847,0.827379551361033,"No"
"SIW14",0.120665175710481,6.02131853456818,0.594134881543093,0.827379551361033,"No"
"RNH70",-0.124137310819637,5.66139769305734,0.594358112336867,0.827467920374364,"No"
"GCN4",0.109085499510824,11.0039451510205,0.594760324547185,0.827805353622647,"No"
"ERG25",-0.109011902376755,10.5595153681103,0.595504881922784,0.82861896385763,"No"
"NUP157",0.118309996945259,6.53282806138895,0.595821043213018,0.828836202739785,"No"
"ECM30",0.11648805788296,6.70075984609999,0.596399510167634,0.828897557302668,"No"
"SOR2",0.466772596729502,0.952105381822112,0.596505347763476,0.828897557302668,"No"
"TIR1",0.466772596729502,0.952105381822112,0.596505347763476,0.828897557302668,"No"
"ECM11",-0.355856254803943,0.951140533225006,0.596505347763476,0.828897557302668,"No"
"FIG2",0.125597105622497,5.5800586970288,0.597199096845047,0.829628752121056,"No"
"TRM3",0.122903622057754,5.84735606821194,0.597351924437038,0.829628752121056,"No"
"WTM1",0.108560486075011,10.0571147814454,0.597794361571605,0.830020643050763,"No"
"DHH1",0.124922336698042,5.43429837387075,0.598419799501884,0.830324589936115,"No"
"UIP5",-0.117913979895291,6.0760055442003,0.598613163002273,0.830324589936115,"No"
"CSG2",0.109413913351939,8.75227512038002,0.598726921565209,0.830324589936115,"No"
"INN1",-0.127852166466983,5.32565082187788,0.59901766542669,0.830324589936115,"No"
"TCB3",-0.110429599580502,8.06947558289193,0.599170434475828,0.830324589936115,"No"
"JSN1",-0.115143344856446,6.6894978338818,0.599189684705818,0.830324589936115,"No"
"CAT8",-0.117601408559598,6.07858868190633,0.599220247946141,0.830324589936115,"No"
"REV7",0.123342100219114,5.77111458763451,0.599295871245645,0.830324589936115,"No"
"MUK1",0.123991198362567,5.6872363970925,0.599880550088627,0.830849814802316,"No"
"GYP5",-0.127295545446527,5.32999319615097,0.599995811423182,0.830849814802316,"No"
"KAR9",-0.136605510698021,4.77719548017036,0.600651038573335,0.831310574192216,"No"
"TRS120",-0.119574976431761,5.77874862144968,0.600767145648402,0.831310574192216,"No"
"WAR1",-0.117967853648597,5.94071013705709,0.600926249401869,0.831310574192216,"No"
"ATG29",0.141907116575234,4.49547588167968,0.600970610113083,0.831310574192216,"No"
"PTH2",0.118142225171886,6.01726205068874,0.601612394770926,0.831831879770297,"No"
"DED81",-0.108340334887348,8.86192684525741,0.601882805284508,0.831831879770297,"No"
"SIR2",0.122645280649845,5.39541967267221,0.602002078038388,0.831831879770297,"No"
"LDB16",0.118618951912942,6.12621172570366,0.602223586301238,0.831831879770297,"No"
"AIM6",-0.111874005551084,7.21792847685545,0.60235850067529,0.831831879770297,"No"
"THI20",0.11340122911851,6.56078455048304,0.602519889522965,0.831831879770297,"No"
"NOT5",-0.11564767422739,6.40282106322883,0.602631559940548,0.831831879770297,"No"
"COX14",-0.116923991261918,6.37473781529129,0.602650836679585,0.831831879770297,"No"
"PML1",0.126530941218249,5.22160498080222,0.602810516116728,0.831831879770297,"No"
"IBD2",-0.124314459354931,5.45245596354055,0.602953635191677,0.831831879770297,"No"
"LCL2",-0.116689561404936,6.22903636588741,0.603295209295878,0.831959451819263,"No"
"SMF1",-0.111998449695364,7.10157838455004,0.603420453500949,0.831959451819263,"No"
"GPI15",0.128046556614488,4.87129237667846,0.603528028670587,0.831959451819263,"No"
"USO1",-0.124808191523555,5.51093952112438,0.603833245992504,0.83215869637977,"No"
"NOB1",-0.115140767469564,6.09908899407559,0.604014797064796,0.83217896638424,"No"
"HXT1",0.162690203359718,3.73372923460442,0.604169321028141,0.83217896638424,"No"
"UTP18",0.121751574364023,5.66158978439224,0.604551210217716,0.832483572910808,"No"
"QRI7",-0.131303149216134,4.95346447151885,0.604862792258223,0.832516599120275,"No"
"DBP10",-0.114425348152753,6.41309153514153,0.605054740822294,0.832516599120275,"No"
"MCD4",0.116718531833298,6.17048104235619,0.605057439484209,0.832516599120275,"No"
"AIM14",0.111093249977493,7.15650849624595,0.605634582031819,0.83296033344187,"No"
"FOL1",0.115542078489659,6.13986268499571,0.605701605665589,0.83296033344187,"No"
"GSP1",0.107375994389361,8.6828260104098,0.605886984464254,0.832994078189639,"No"
"DSD1",0.111523723721036,7.01121254733424,0.606139494178634,0.83312007440317,"No"
"NOP1",0.10895705051475,7.74331208172436,0.60656594748722,0.833485020439456,"No"
"REB1",-0.113715104447236,6.50325690327393,0.607146936856721,0.834062065246938,"No"
"TIF34",0.107593123469986,8.21758805549066,0.607646982099608,0.834527637309432,"No"
"RMI1",-0.109229617922465,7.44692354005061,0.608492853977325,0.835276358309537,"No"
"VPS74",0.110399162679044,7.10925513933335,0.608514713246164,0.835276358309537,"No"
"RPA14",-0.120873075247737,5.48007142179319,0.609138981649861,0.835755555594629,"No"
"CDC11",-0.110699706432549,6.98744046841854,0.609214687565709,0.835755555594629,"No"
"RPB3",0.111997537265819,6.68638978948388,0.609347939356115,0.835755555594629,"No"
"EXO5",-0.116950386230684,5.77400065545445,0.609570065371185,0.835838858500759,"No"
"UIP3",-0.109147011519998,7.34824903324935,0.609824148117212,0.835965924589477,"No"
"HOS3",-0.112969490152685,6.40798287199325,0.610446352778576,0.836597422873841,"No"
"STO1",0.110676233699982,6.88548195671956,0.610709567100787,0.836736732279095,"No"
"AAD4",-0.123588319070231,5.48977775123052,0.610872477521559,0.836738577382744,"No"
"CWC2",-0.131902282127081,4.90485055299338,0.61111140784744,0.836844521745609,"No"
"RTR2",0.133125471820368,4.64938809352343,0.611816094418288,0.837326538347836,"No"
"AOS1",0.115929320560132,5.86836443785294,0.611925443586547,0.837326538347836,"No"
"MRX8",0.124517952413343,5.26308292966467,0.611948435537084,0.837326538347836,"No"
"NMD5",0.114623490672319,6.1009757720376,0.612373787452691,0.83755471050389,"No"
"SUP35",-0.107702398998252,7.55327711579099,0.612498833683398,0.83755471050389,"No"
"HKR1",-0.117457565192422,5.87245887687988,0.612600355935264,0.83755471050389,"No"
"RNR1",-0.10570979726114,8.42807393203456,0.612786536701495,0.83758814293403,"No"
"RSA3",-0.11505045355074,5.78985034853747,0.613149708950251,0.837784585187601,"No"
"YBP1",0.113107653204571,6.13860465809729,0.613283355908675,0.837784585187601,"No"
"RTP1",0.117332821302486,5.83513551170012,0.613559002358593,0.837784585187601,"No"
"VPS30",0.125721547067674,4.91820590212425,0.6135773183272,0.837784585187601,"No"
"UBP15",-0.109361067020162,6.97503968861036,0.613776227092825,0.83783528732571,"No"
"SAM50",0.112911441137639,6.14354849262675,0.614412896528744,0.838483370519727,"No"
"SCP1",0.112928120975252,6.07918758538594,0.615561750215445,0.839829901044729,"No"
"PEX27",0.123659699397625,5.28114156327336,0.615881308527772,0.840044587006935,"No"
"FYV7",0.138302093653295,4.10208100628038,0.616392832431987,0.840064555489434,"No"
"LYS12",0.103718290076844,9.0893717400958,0.616670427820012,0.840064555489434,"No"
"RRN5",0.126825315419528,5.01043703297665,0.616705959771433,0.840064555489434,"No"
"SDD2",0.108911976777965,6.85262356634603,0.616973891198773,0.840064555489434,"No"
"MSC7",0.104975219425605,8.10005440785235,0.617208685198293,0.840064555489434,"No"
"RAD59",-0.117404521711633,5.57087493888315,0.617210081614693,0.840064555489434,"No"
"TMA64",0.119522482293394,5.46421508048394,0.617274476068814,0.840064555489434,"No"
"PDC1",-0.102182324037613,12.4916206932907,0.617445379823656,0.840064555489434,"No"
"MNN10",-0.10877853537442,6.85373385267999,0.617448881849653,0.840064555489434,"No"
"RPN10",-0.107057094738988,7.27983222991844,0.617518007867982,0.840064555489434,"No"
"COG6",-0.116226370529841,5.97852209434655,0.61841122744819,0.841058757078302,"No"
"CRN1",0.106291679681661,7.41041216044012,0.618596825072026,0.841090301141512,"No"
"MMF1",0.103946318808155,8.35554072568678,0.619129987275535,0.841594279291337,"No"
"MRP2",-0.115565239151815,5.98404385687616,0.619650575336757,0.842080905187369,"No"
"PET18",-0.114662438488831,5.81946878460025,0.620123800509858,0.842502928342223,"No"
"COS1",-0.108739378575396,6.68617274156613,0.620408577862213,0.842668771242697,"No"
"URM1",0.115828830347409,5.63720545344641,0.620668914035664,0.842801338697091,"No"
"LDB7",-0.111441993914236,6.36741583189207,0.621292911899936,0.843049252496404,"No"
"LIH1",0.113265404469465,5.78217681001442,0.621307131215922,0.843049252496404,"No"
"TAF2",-0.110931811717607,5.95206983887318,0.621339833322798,0.843049252496404,"No"
"MCM22",0.134298853804453,4.49155455780983,0.621786686228878,0.843292316807823,"No"
"PPZ1",-0.106296434264568,7.12927582939448,0.621844633691654,0.843292316807823,"No"
"CBR1",0.103207367491705,8.24368968729007,0.62228157487893,0.843663946674863,"No"
"DAK1",-0.103288225451662,8.13825998246982,0.622683359853744,0.843987731139111,"No"
"VMA4",0.103394679753712,8.03033188664297,0.62301905574312,0.844221792175201,"No"
"HIF1",0.112888423389978,5.79165595984735,0.623398795065374,0.844515396192407,"No"
"GAL83",0.11524973313181,5.65115873157913,0.62372459321948,0.844735791915191,"No"
"EXO84",-0.116398356889567,5.38322982969801,0.624627082113398,0.845615487282135,"No"
"ITC1",-0.111041465403375,6.1552117904857,0.62478398581274,0.845615487282135,"No"
"MMS4",-0.115011325524855,5.84242455416381,0.624863964052661,0.845615487282135,"No"
"GCN5",-0.107762537544032,6.32460548080628,0.625508290654771,0.846266310684707,"No"
"HED1",-0.26472986683721,1.80900132243469,0.625860155914824,0.846309237300987,"No"
"SSY5",0.110929744724494,6.19446084335928,0.625903020893084,0.846309237300987,"No"
"REC8",-0.143221527203404,4.15041532758241,0.626116244826307,0.846309237300987,"No"
"MOT1",-0.117688030223188,5.26357842926876,0.626193666216911,0.846309237300987,"No"
"MON2",0.109381646375718,6.29676984717982,0.626473191714879,0.846439079159035,"No"
"SDO1",-0.122452594361635,4.97861230807873,0.62661661121756,0.846439079159035,"No"
"CCR4",-0.105722212563292,6.7851072835086,0.626912611618515,0.846618100540363,"No"
"RAD14",0.116948746770384,5.3318029612074,0.627232472058851,0.846667979496326,"No"
"SKT5",-0.111649361539407,5.76445751040574,0.627507483044631,0.846667979496326,"No"
"ERG9",-0.100997451731965,8.6727746561396,0.627602200404309,0.846667979496326,"No"
"ZIM17",-0.126387964191544,4.90197715486236,0.627603470416373,0.846667979496326,"No"
"VMA2",0.100421209611491,8.91594486318065,0.628564925180218,0.847453841146691,"No"
"RRP36",0.136776901530127,4.29666483067543,0.628641500589415,0.847453841146691,"No"
"MSN2",-0.105228693349526,6.88506233506826,0.62867689856837,0.847453841146691,"No"
"HMT1",0.107585218593609,6.40470906886084,0.629745022025376,0.848454166509827,"No"
"ARD1",0.112651474898094,5.62838813662094,0.629746633725386,0.848454166509827,"No"
"TEM1",-0.113433552074192,5.40808757725082,0.629931863823788,0.848482996812328,"No"
"ARP2",0.100801212797591,8.28341445697573,0.63023320197253,0.848668162510591,"No"
"SSN3",-0.114732843104771,5.681980866741,0.63042983154244,0.84871226866605,"No"
"ADE16",-0.100128613330689,8.66099187624034,0.630629764649422,0.848760798107941,"No"
"NEL1",-0.137994517668794,4.03826116692014,0.63116638921949,0.84901831572651,"No"
"MSB3",-0.109483829625652,5.91501801588372,0.631339135759835,0.84901831572651,"No"
"TSR1",0.109817846730898,5.87129973393638,0.63144191826548,0.84901831572651,"No"
"RCI37",-0.105879278682665,6.71135967090993,0.631476839578783,0.84901831572651,"No"
"RPL11B",0.0997011388561727,8.6264663966234,0.632235810222643,0.849818131622909,"No"
"END3",0.106969978447289,6.53273110063931,0.632496864067,0.8499484325384,"No"
"RRT12",-0.109309873432117,5.96608834696565,0.633676331280673,0.851091732288021,"No"
"CTF18",-0.109309873432117,5.96608834696565,0.633676331280673,0.851091732288021,"No"
"SRP101",-0.105057810589208,6.67345691941092,0.634322489703393,0.851682617414078,"No"
"APL4",-0.104486930255965,6.79613633402073,0.634445170493051,0.851682617414078,"No"
"SET1",-0.107183866932496,5.9351120337403,0.635695039348046,0.85313931297837,"No"
"MET16",0.104487313611688,6.80343785483951,0.636194741597006,0.853588747857745,"No"
"AGC1",-0.107950216695841,6.24412981296272,0.636754641404049,0.854103595579498,"No"
"SRP1",0.0997967328393822,7.8018794774713,0.636908300082646,0.854103595579498,"No"
"FRS1",0.099421759174336,7.88947968793072,0.637517093695183,0.85469182762029,"No"
"SRL1",-0.0972499983318116,9.44736040923572,0.637841332201128,0.85469182762029,"No"
"GAL2",-0.159092279406455,3.53578077457593,0.63784203779734,0.85469182762029,"No"
"PLM2",-0.11630095249093,5.11563454895063,0.638444214486584,0.855277440979312,"No"
"CNM67",-0.107869709810181,5.7692877530033,0.6386927488668,0.855389125001592,"No"
"SGF11",-0.113469440854711,5.50911387471077,0.638919073747121,0.855471014202776,"No"
"FIG4",0.118027441887267,4.96080436252194,0.63923346570185,0.855670746670944,"No"
"CDC24",-0.103387787753226,6.32464215411724,0.639694027456248,0.856065986613931,"No"
"HOS4",-0.103816009715437,6.45251307954348,0.640032217879562,0.856297302092031,"No"
"HUA1",0.106389260809958,6.11734000917225,0.640391007023189,0.856441156523643,"No"
"TYW3",-0.110994585336315,5.62489001368315,0.64047047677468,0.856441156523643,"No"
"MND2",-0.132784590952414,4.22690995885656,0.640697041122482,0.856522967468595,"No"
"TSR4",0.106895404223995,5.78212640270927,0.641391507534835,0.857164991002544,"No"
"SCC2",-0.125016727435697,4.48605430024027,0.64150830375089,0.857164991002544,"No"
"DNF3",-0.106848879261673,6.12685095277927,0.642542889054306,0.858177194515142,"No"
"SEC62",0.0984807032062714,7.65333033065909,0.642607970569616,0.858177194515142,"No"
"YAP1",-0.0990422871043363,7.42030404210466,0.642897322027013,0.858177194515142,"No"
"SKI8",0.102455504385221,6.43523471784295,0.64292865702235,0.858177194515142,"No"
"EDE1",-0.0981181662600343,7.72750320992534,0.643251032874405,0.858386266234615,"No"
"PEP8",0.102325547980312,6.43926098350676,0.643801055502867,0.858837404671995,"No"
"TEF1",0.0952290125919234,9.86648006394277,0.643920765078462,0.858837404671995,"No"
"KIN2",-0.109547356118105,5.69721481981596,0.644346609806643,0.858941438897411,"No"
"MID2",-0.10233446576596,6.50143163917758,0.644430794404943,0.858941438897411,"No"
"GCN1",0.100836951432479,6.76941938062513,0.64449631812229,0.858941438897411,"No"
"SEC24",0.0969024035271297,8.02358161390539,0.645191458338788,0.859290473668262,"No"
"SPT4",0.104482927833557,6.02118678460401,0.645408734151589,0.859290473668262,"No"
"TSR2",0.114559482201697,4.90653937669692,0.645493165406401,0.859290473668262,"No"
"MRPS5",-0.108196619696332,5.84853988981187,0.645508667554261,0.859290473668262,"No"
"PDE2",-0.108162911961785,5.64942145827137,0.645587803252212,0.859290473668262,"No"
"UBP12",0.106322823086254,5.70560752117032,0.646441229031328,0.860205325065068,"No"
"ACO2",-0.0966495592145153,7.90158718915628,0.646932820666398,0.860506825960588,"No"
"APL1",-0.102231785136509,6.57090059687351,0.647000112046829,0.860506825960588,"No"
"EMW1",0.104036102355424,6.18603947762923,0.647349407990018,0.860750342485315,"No"
"ATG19",-0.0980308376613283,7.2905269360718,0.647677496942825,0.860790599093013,"No"
"SYP1",0.0985724195894453,7.12361229472052,0.647712099761628,0.860790599093013,"No"
"SEY1",0.0994672812039619,6.86457035557833,0.648096156750157,0.860980109711916,"No"
"RPR2",-0.119799362394778,4.39791117395179,0.648307299626344,0.860980109711916,"No"
"HEM2",-0.0958325134226058,8.09660098825773,0.648416982598607,0.860980109711916,"No"
"MTR4",-0.104830071767303,5.76771333891895,0.648567495382077,0.860980109711916,"No"
"ECM14",0.0972496194498119,7.43877002855914,0.648767428817657,0.860980109711916,"No"
"TLD1",-0.103522870618719,6.15649577698817,0.648852166094923,0.860980109711916,"No"
"YIP1",-0.0986891279422612,6.79147498365826,0.649323601194095,0.861384971973416,"No"
"MEO1",0.0974168607362023,7.28502880593949,0.649780522471585,0.861438933707975,"No"
"ASH1",0.0971320126270107,7.37081362199643,0.649846918392572,0.861438933707975,"No"
"SHY1",-0.105811196814382,5.67012153060341,0.649863277466124,0.861438933707975,"No"
"SSK1",-0.100808078977506,6.40603208519399,0.650254686173231,0.861737210770513,"No"
"TOP2",-0.0995381106886681,6.56172926680987,0.650949683557668,0.862221767106627,"No"
"TYS1",-0.0957789174650645,7.76486102211221,0.650953293953835,0.862221767106627,"No"
"SEC63",-0.0978783987045477,7.01678073298899,0.651426108100136,0.862624038386652,"No"
"MNT4",-0.104325340480309,6.0100537998141,0.651606185791535,0.862624038386652,"No"
"LAM6",0.103633464785854,5.87720011140148,0.651756683183427,0.862624038386652,"No"
"RTR1",0.115243763553314,5.02650825027704,0.652288435959108,0.863107258516152,"No"
"SNF8",-0.103369955190828,6.13558097476197,0.652505083777792,0.863173391796982,"No"
"TOK1",0.0992862358963936,6.59806971945747,0.652843661537299,0.863189612400642,"No"
"JLP1",0.109508214939871,5.51844746753782,0.652885665133164,0.863189612400642,"No"
"SED4",0.0971385437899807,7.08556306338203,0.653017358830993,0.863189612400642,"No"
"PTC4",0.0998251163849551,6.38807120284539,0.65337685831955,0.863351404608704,"No"
"GRR1",-0.105283959464046,5.58010368473951,0.653551022508309,0.863351404608704,"No"
"QRI5",-0.102205941612446,6.10046543303832,0.653639864350401,0.863351404608704,"No"
"LRP1",0.107198145923468,5.58173999508044,0.654289356802032,0.863460827953667,"No"
"NGL1",0.107527704428418,5.46609948203442,0.654554580167885,0.863460827953667,"No"
"NIP1",-0.0959143804206458,7.31044461693734,0.65465403287806,0.863460827953667,"No"
"YRB30",-0.105616746949486,5.40403638148472,0.654692666701496,0.863460827953667,"No"
"NUS1",-0.100698649171581,6.0670775890921,0.654825632338873,0.863460827953667,"No"
"SEC21",0.0946725420060552,7.72844665397469,0.655013822451077,0.863460827953667,"No"
"SAM37",0.105354001129398,5.52790210087695,0.655182314591907,0.863460827953667,"No"
"TOG1",0.114586433175504,5.04247705910162,0.655409428623135,0.863460827953667,"No"
"THI12",0.110126392437929,4.86818610476251,0.655673577163612,0.863460827953667,"No"
"TRR1",-0.093945790195469,7.94786986184333,0.655908703826406,0.863460827953667,"No"
"MUD1",-0.103206034889244,5.75326040935679,0.655908712938422,0.863460827953667,"No"
"VPS24",-0.103206034889244,5.75326040935679,0.655908712938422,0.863460827953667,"No"
"FBP26",-0.0990892546491295,6.49567733057614,0.65600447582761,0.863460827953667,"No"
"RTT101",-0.111100504831993,5.20105082002731,0.656056836840641,0.863460827953667,"No"
"TRP2",-0.0946420949090418,7.53566000825238,0.656792730431147,0.864209743623707,"No"
"RSC6",-0.104469587720122,5.65118497871503,0.656986553091301,0.864240174140518,"No"
"SYT1",0.105253714079593,5.41587287915573,0.657149605283908,0.864240174140518,"No"
"HEH2",-0.0990373179920003,6.19747671579383,0.657430928877511,0.86439065261656,"No"
"KRE33",0.102764577971374,5.60519684544876,0.658656055112866,0.865781652139475,"No"
"RDS3",-0.115395336911335,4.79313579054002,0.659395796489231,0.866534085262047,"No"
"YCG1",-0.103815113451572,5.49186525104238,0.660021005288264,0.86707885304009,"No"
"RPS4B",0.0906567537575227,9.7058493657635,0.66026052277843,0.86707885304009,"No"
"CDC26",-0.119525366511096,4.46651654264353,0.660312607914678,0.86707885304009,"No"
"PAD1",0.102369643950997,5.72385121501303,0.660790813195484,0.867486849566391,"No"
"RPL22B",0.0938396955703712,7.375520306693,0.66103374181868,0.867585846142662,"No"
"RLP7",-0.0960255432142878,6.6938774970013,0.661375561410057,0.867814550935567,"No"
"ESL1",-0.0981406508031228,6.2916988016055,0.661713730018515,0.867935581324875,"No"
"VPS53",0.0992513838208075,6.01576050248594,0.661802975603772,0.867935581324875,"No"
"SNG1",0.0970434893281038,6.61328026982754,0.662045717304682,0.868034118967328,"No"
"PXP3",-0.398146952592955,0.474789223915251,0.662502499282926,0.868413172307334,"No"
"RKM5",-0.107661232927933,5.31051212310277,0.662864012475714,0.8685200044221,"No"
"MRPS9",-0.095425193933746,6.53005771040209,0.663180991171754,0.8685200044221,"No"
"RAD17",0.106550613584343,5.37861829631034,0.663220191459539,0.8685200044221,"No"
"PRE2",0.0914315286059005,8.15758959893418,0.66325480160058,0.8685200044221,"No"
"RPA43",0.104828665729047,5.16663219525954,0.663887629735065,0.869071713128909,"No"
"RPT1",-0.0910895843542927,8.23611162200711,0.664011733703629,0.869071713128909,"No"
"SEC17",0.092720294505585,7.37813482582158,0.664845384836791,0.869817006848109,"No"
"ILV6",-0.0895476112398132,9.38611516961821,0.664917074746411,0.869817006848109,"No"
"MAP1",0.0926211127956348,7.29724087111672,0.666007384782363,0.87069482822562,"No"
"PIK1",-0.0952164771819198,6.51394090631468,0.66621913133741,0.87069482822562,"No"
"RTT103",-0.107874696889693,5.10053691819422,0.666399445818336,0.87069482822562,"No"
"GID12",-0.108772503491385,5.17959092199389,0.666668373451934,0.87069482822562,"No"
"FAF1",-0.114884200855894,4.36871567318089,0.666716205822462,0.87069482822562,"No"
"KEX2",-0.0957698616988423,6.20579109275376,0.666957338096037,0.87069482822562,"No"
"ZIP2",-0.254992936407724,2.05948491902797,0.667032020281129,0.87069482822562,"No"
"SPO71",-0.105189045645219,5.33232094294624,0.667095501079657,0.87069482822562,"No"
"SLD3",-0.106868971836367,5.01689808320697,0.667101192971474,0.87069482822562,"No"
"LOA1",-0.0948688503216355,6.32253773339682,0.668015475933801,0.871668468093009,"No"
"HSP10",-0.0885694364563248,9.37238518074375,0.668402508962397,0.871746488344517,"No"
"DBP3",0.0972980863408767,6.25157723376451,0.668411914503973,0.871746488344517,"No"
"CIN10",0.0926114569467919,7.06090390048894,0.668695398317871,0.871896643476398,"No"
