"","logFC","logCPM","PValue","FDR","significant"
"ISW2",-0.557255737102408,6.11445581961535,0.0125837968638512,0.0907680835068038,"No"
"FIT1",-0.60202977630179,5.04541685423723,0.012699837143406,0.0913093522887884,"No"
"HFM1",0.569961218694915,5.71420587351534,0.0127100070687438,0.0913093522887884,"No"
"SMC5",-0.60401710156959,5.13217843224982,0.0127180289375043,0.0913093522887884,"No"
"MRF1",-0.595861823818915,5.21408343999216,0.0127293594038434,0.0913093522887884,"No"
"STE20",-0.538709743440348,6.89233259274215,0.0127983863363441,0.091525780146232,"No"
"IRC24",0.536428209998246,6.86685980420854,0.0128104126490369,0.091525780146232,"No"
"PCL2",-0.600424874134314,5.16162411774647,0.0128125488716003,0.091525780146232,"No"
"PPH3",0.58109884355473,5.38001896348827,0.0128951473873924,0.0919889370789327,"No"
"COS12",-0.672354949020389,4.13270245175009,0.0130217835389405,0.0927645350043641,"No"
"DIE2",0.549955327890969,6.18609177705423,0.0131380547507812,0.0934642658712858,"No"
"DEP1",-0.575803800064373,5.54340259797616,0.0131613503729923,0.0935015549817932,"No"
"RPP2A",0.511517480679276,9.6190670440876,0.013233345600647,0.0938835708528941,"No"
"ASP1",0.537971593498419,6.75385557783418,0.0132640656056573,0.0938835708528941,"No"
"BDP1",-0.557959651041816,5.96808440468845,0.0132695064422318,0.0938835708528941,"No"
"PXP1",-0.533743480476254,6.9148706669139,0.0134158667776486,0.0947895962366197,"No"
"MTC6",0.572569207442349,5.58892178668507,0.0135013634181683,0.0951382220087098,"No"
"PMT1",-0.520675577153698,7.77219438826631,0.0135019488658818,0.0951382220087098,"No"
"RTA1",0.730742977693844,3.62743761145353,0.0135748416978803,0.0955218820017964,"No"
"DNM1",-0.526545802757886,7.23979424879957,0.0136105348081701,0.0956430933127718,"No"
"PIL1",0.509117464735971,9.65746815687159,0.0136487988193165,0.0957820177306777,"No"
"RBS1",-0.560724002845168,5.77849208873648,0.0137079755539293,0.0960671250254395,"No"
"AHP1",0.504908632768982,10.6353049904945,0.0140681571794673,0.0984580892330555,"No"
"DIG1",-0.539168875454913,6.40853388893636,0.0142204398936676,0.0991255383961639,"No"
"IMP4",0.563677940201805,5.67358763732147,0.0142226193174445,0.0991255383961639,"No"
"ILM1",0.536963100713411,6.49428260135112,0.0142276370081245,0.0991255383961639,"No"
"RAD2",-0.565112623256166,5.59291912455574,0.0142400850679177,0.0991255383961639,"No"
"RPA12",0.571778143187546,5.47351673920865,0.0142913342152401,0.0993219042089334,"No"
"MET8",-0.66126064086744,4.28757196956497,0.0143066500366604,0.0993219042089334,"No"
"SSE1",-0.505515043883787,9.61212448404552,0.0143539172661924,0.0995104858099111,"No"
"YRM1",-0.586425517428398,5.20239953137215,0.0143888247295913,0.0995104858099111,"No"
"SIP2",-0.533107400915904,6.70104956734156,0.0143914566270754,0.0995104858099111,"No"
"NHP6B",0.538415240130861,6.38651607561107,0.0144330325500966,0.0995352882213089,"No"
"TUL1",0.530770271801776,6.72016439526931,0.0144334816478477,0.0995352882213089,"No"
"MLG1",0.538665663783646,6.32781823399807,0.0145760996419959,0.100385133039757,"No"
"PIR1",0.502395805713917,10.2480862468747,0.0146725223343549,0.100914997569222,"No"
"GPI1",0.540035684365246,6.18601204755063,0.0148736872074954,0.102162899267399,"No"
"TMN2",0.594087956969064,4.97523202380031,0.0150518227469945,0.103249523187662,"No"
"GSY2",0.505641502777685,8.60035116370694,0.015131877273653,0.103661365608795,"No"
"IMH1",-0.540710715357933,6.20569320743701,0.0152147032125855,0.104091080499314,"No"
"ECO1",-0.696361213584498,3.8728089489091,0.0152757323981845,0.104370736266751,"No"
"HFD1",0.503754259646221,8.76100361953378,0.0153393339342808,0.104667207438261,"No"
"RPP2B",0.499344382988373,10.0076817254026,0.0153792202517973,0.10480129168955,"No"
"CUP2",-0.559318953903937,5.58030641174292,0.0154412681810061,0.105085844821853,"No"
"NUC1",-0.557359658880245,5.60194865242897,0.0154795703667209,0.105208261062005,"No"
"SSC1",-0.498077943266103,10.0678041927449,0.0156176332621226,0.10600750021564,"No"
"MHT1",0.52356017035622,6.8448440977367,0.0156426693487528,0.106038461462291,"No"
"ERG1",0.499433538080623,9.30927794735837,0.0157551688600719,0.106661463433088,"No"
"YHC3",0.544116279006436,5.98106697965917,0.0157809102272527,0.106696258573031,"No"
"ERG3",-0.496073560861232,10.6618882258577,0.0158272618884422,0.106827945422038,"No"
"YIF1",0.507810995040501,7.83155452804287,0.0158416416459018,0.106827945422038,"No"
"GOT1",0.524034563955294,6.70425301457857,0.0159483482295128,0.107407666424768,"No"
"PEX9",0.621649134590218,4.54790053129006,0.0159711295802692,0.107421402722356,"No"
"NNR2",0.505980778719267,7.90491675665172,0.0160810299549287,0.108020303679087,"No"
"CDC3",-0.517576431122144,6.99620584822086,0.0161323607009192,0.108224735842047,"No"
"BGL2",0.493279288924402,11.6276867147813,0.016216843627504,0.108649311156099,"No"
"MYO1",-0.563976530240169,5.37576779433248,0.0162467356176947,0.108649311156099,"No"
"NOP10",0.504857398697326,7.93417433834455,0.0162622923214775,0.108649311156099,"No"
"HSL1",-0.53495793990284,6.16635905591203,0.0162795646760248,0.108649311156099,"No"
"YTA12",-0.526489841012755,6.49305541765853,0.0164009906737707,0.109222249789332,"No"
"RRT8",0.509596859086469,7.41709479649862,0.0164075903332884,0.109222249789332,"No"
"GIP1",-0.61320034453567,4.55506710370777,0.0164386816659598,0.109288744991022,"No"
"RIM8",-0.516736494453982,6.89398053138133,0.0166405565694428,0.110489028811724,"No"
"THI11",0.575954930908593,5.08230640412139,0.0167493032399657,0.111068683072705,"No"
"HPA2",-0.593035746815933,4.8900846161554,0.0168298464206783,0.111460069837203,"No"
"VHS1",0.54023327557143,5.88954140523394,0.0169397635904602,0.111967522357566,"No"
"CYS3",0.495145063116333,8.95761304204439,0.0169690886745732,0.111967522357566,"No"
"HSP42",-0.495419928490238,8.90148740155615,0.0169713274861343,0.111967522357566,"No"
"SUL1",0.491268030192699,9.77629706342761,0.0172301445341476,0.113530430715459,"No"
"CUB1",-0.504789334860982,7.49006301547428,0.0172749403761181,0.113538694445257,"No"
"FRD1",0.510638954763129,7.05408175456969,0.0172752444917673,0.113538694445257,"No"
"AMN1",0.503974227038324,7.53918512849458,0.017307440246,0.113606125518421,"No"
"PAF1",-0.524464781691606,6.35552486411816,0.0173989738915513,0.11406238706879,"No"
"ROQ1",0.514980587725069,6.78810934699223,0.0174781276202466,0.114436438616001,"No"
"RPS0B",0.489211428948324,10.0800089917973,0.0175451382071926,0.114730139867488,"No"
"SPR3",-0.77275407974207,3.21525433459009,0.017599771664633,0.11481938127912,"No"
"UBP13",0.513646555482061,6.81709498978187,0.0176031258419813,0.11481938127912,"No"
"VRP1",-0.526845248543366,6.15549431934171,0.0176655289658839,0.115081477376494,"No"
"YTP1",-0.49960359167555,7.69397248780525,0.0179354497725285,0.116632971540366,"No"
"CUE5",-0.506607283970675,7.1238947075958,0.0179615657874425,0.116632971540366,"No"
"RIM9",-0.637633112921384,4.2965732290281,0.0179712514557274,0.116632971540366,"No"
"SYM1",0.50841183901832,6.94255324481814,0.0180072046057273,0.116702349383618,"No"
"IES1",-0.528879468902177,6.10082038989245,0.0180270089798986,0.116702349383618,"No"
"TYC1",0.846170351083915,2.81238801536287,0.0180774285778009,0.11688264994311,"No"
"CCW12",0.484463634315533,12.3998965367277,0.0181176178119029,0.116960316623022,"No"
"KAR2",-0.488495111769894,9.35117016422557,0.0181560031018821,0.116960316623022,"No"
"DPC29",-0.551993436226802,5.46116631321085,0.0181571914587584,0.116960316623022,"No"
"ATG44",0.518101002610935,6.45975043436702,0.0182629234828604,0.11749525554998,"No"
"ETT1",0.542420611319921,5.65270615442119,0.0183280380479873,0.117767877233904,"No"
"ASC1",0.483853202947467,11.093178162989,0.018465860679354,0.118506434273078,"No"
"TOS6",-0.495282943378584,7.85769208616705,0.0185726662307298,0.118911753274651,"No"
"ICT1",-0.518524184374991,6.39120901248652,0.0185969695430709,0.118911753274651,"No"
"IGO2",0.510877216995729,6.73403591709953,0.0185978992377809,0.118911753274651,"No"
"IRC9",1.25422477878955,1.50816736864181,0.0187538134351111,0.119760788878472,"No"
"EXG1",0.483047274467224,10.5384269780376,0.018822555217704,0.119976854888333,"No"
"RPS12",0.482499966951185,10.8119619043752,0.0188689870508462,0.119976854888333,"No"
"SAK1",-0.515897513508739,6.47957360977496,0.0188717575976922,0.119976854888333,"No"
"PAN1",-0.50877786119567,6.80125842139143,0.0188803121710738,0.119976854888333,"No"
"ADH4",0.515090104926112,6.46270433357988,0.0189602271617352,0.120337029988513,"No"
"PEX2",0.498529575658225,7.3675300810991,0.0190333122847798,0.120534700886214,"No"
"AVT3",-0.493342226010249,7.8547089240061,0.0190435212160362,0.120534700886214,"No"
"DAL5",-0.504657873069654,6.93513960121031,0.0190838596473264,0.120534700886214,"No"
"APE4",0.495393180135272,7.62048891468595,0.019084467025815,0.120534700886214,"No"
"NUP120",0.509387345775636,6.71749216677915,0.0192041271736276,0.121142721841921,"No"
"THI13",0.609449942227593,4.41467590048288,0.0192735546013089,0.121432772846933,"No"
"COQ6",0.524812401524651,6.0786492315367,0.0193215866842299,0.12158748169821,"No"
"STE24",0.489317549122381,8.17886789755355,0.0193664449603183,0.12172186705035,"No"
"MPM1",-0.500013884153104,7.15660031628236,0.0193907365155331,0.121726817471449,"No"
"MCH4",-0.497825077078178,7.30523296484592,0.0194229522489951,0.121781440311798,"No"
"SAH1",0.482753667007794,9.47576006404313,0.0194517998396,0.121814838415101,"No"
"ALP1",0.57237968054758,4.90672657596343,0.0194796957783995,0.121842203425521,"No"
"RPL26B",0.482288626816362,9.54272826544823,0.0195197504085915,0.121945461237751,"No"
"PHO89",-0.584791340462089,4.70932564895457,0.0196902782181595,0.122862591435962,"No"
"KRS1",-0.48409423646075,8.84147493179359,0.0197181483937358,0.122888436258914,"No"
"RPS29B",0.482305611894133,9.18522163468013,0.0198061582487037,0.123288574002447,"No"
"ADE12",-0.485972203410975,8.3928527235838,0.0198556512657688,0.123448280798819,"No"
"GPP2",0.511069673068901,6.48139527381417,0.0199834698710796,0.124093993360097,"No"
"SSA1",-0.477414767400552,11.0661066595422,0.0200847510062494,0.124573563426785,"No"
"HPA3",0.51503879082217,6.23890098251192,0.0203330166739338,0.125962551859214,"No"
"DXO1",0.541192047255046,5.40679225990188,0.020492691083532,0.126700437175381,"No"
"CLN1",-0.496308895284372,7.10390704608937,0.0205010554842574,0.126700437175381,"No"
"SCD5",-0.511784506874859,6.33209110023888,0.0206514108563312,0.126944100599926,"No"
"ASK10",0.514752356425303,6.15667407000821,0.0206692577655079,0.126944100599926,"No"
"ECM32",-0.513620740338361,6.15681814788766,0.0206692577655079,0.126944100599926,"No"
"PDR17",0.57670044222552,4.72018906317831,0.0206815598213104,0.126944100599926,"No"
"LFT1",-0.732625799336934,3.31482268316652,0.0206892212428064,0.126944100599926,"No"
"MNN5",0.494651677549238,7.15438157573121,0.0207038520001484,0.126944100599926,"No"
"VLD1",-0.621613267636115,4.3098658980254,0.0207143696590707,0.126944100599926,"No"
"SEC9",-0.505018263182683,6.55553522164802,0.020752221393297,0.126944100599926,"No"
"XYL2",0.551251664124542,5.164944656571,0.0207657794832107,0.126944100599926,"No"
"RPL4B",0.477345270449013,9.56086275518343,0.0207855951551916,0.126944100599926,"No"
"VMS1",-0.536887298349929,5.49634906727863,0.0208603872609308,0.127250819345537,"No"
"DIP5",0.53553236019911,5.57586218614604,0.0208922309183086,0.127295134030495,"No"
"COF1",0.476382609121726,9.71918506323444,0.0209314226132538,0.127384063118733,"No"
"CAD1",-0.53326312580425,5.62343627257377,0.0211138615149748,0.128221200231266,"No"
"ERR2",1.31982830455766,1.44544369979464,0.0211184946509499,0.128221200231266,"No"
"LAP2",0.485268861503386,7.8147425300623,0.0211626437527446,0.128261148152306,"No"
"CBK1",-0.501442918530474,6.68451463329948,0.0211746054586255,0.128261148152306,"No"
"HEM15",0.489195270037433,7.3942146470797,0.0213001643273204,0.128870970854197,"No"
"RUP1",-0.50043787078235,6.7730019667796,0.0213323734272623,0.128915241516676,"No"
"KEX1",-0.50683685508855,6.36096428714708,0.0214280847975558,0.129342716977321,"No"
"ADH6",0.497900550524299,6.83162774361981,0.0214647435386081,0.129413162731608,"No"
"RPL8B",0.47391730928671,9.88050170179926,0.0214968756183082,0.129456184682812,"No"
"COX7",-0.475789483745704,9.1342880114677,0.0215839561004655,0.129829626764589,"No"
"ATG41",-0.487805255932831,7.39892488194766,0.0216820582126989,0.130268421674672,"No"
"HSP104",-0.472638559589046,9.99547804838511,0.0217866405552162,0.130648529933068,"No"
"BLM10",0.487850743024617,7.35252678505677,0.0217957771504481,0.130648529933068,"No"
"PDI1",0.472483293842222,9.95649008256486,0.0218477942853396,0.130808932489912,"No"
"NVJ3",-0.537903462641469,5.32266809556716,0.0220307493353411,0.131700424289191,"No"
"SEC14",0.49031125702255,7.10181811664282,0.0220475512374452,0.131700424289191,"No"
"RPS28B",0.477668271404284,8.3247639016682,0.0221606230360922,0.132223348737237,"No"
"MSC1",0.469501363867854,10.7928361886025,0.0223122547705654,0.132974876244831,"No"
"LSC1",0.472291477386134,9.29280168953663,0.0223962085476892,0.133321797779865,"No"
"SNU13",0.48654810608114,7.23665591654318,0.0225599439550671,0.134096508488509,"No"
"KHA1",-0.491553664761301,6.97586252490967,0.0225781338872331,0.134096508488509,"No"
"OKP1",-0.551035357441494,5.03519889926652,0.0226578620006019,0.13441588465191,"No"
"UPS3",0.586099402886189,4.59912842782816,0.0227013495711039,0.134519781955088,"No"
"SPO20",0.735875479158141,3.23067190452812,0.022783011407037,0.134849389802337,"No"
"RLF2",-0.535656808204177,5.41111288006176,0.0229108211749107,0.135451076329752,"No"
"RPL1A",0.470891623249748,9.05779969141613,0.0230380789512816,0.136048131001924,"No"
"BCY1",0.473188954843518,8.53150481458629,0.0230811350356918,0.136112014573869,"No"
"SNZ3",-0.548730283010697,5.04050489861307,0.0231014598977469,0.136112014573869,"No"
"RNP1",1.79555710043967,0.653536214983595,0.023156584952853,0.136166703788043,"No"
"CLB4",-0.604535946670835,4.20550753031747,0.02316332613193,0.136166703788043,"No"
"ATG20",-0.509872256430418,6.02159596579028,0.023428866624613,0.13757154223228,"No"
"IES6",-0.49945722648299,6.30056652170488,0.0237226940131191,0.139139107920661,"No"
"PRM2",0.538675025095973,5.18663947271679,0.0237860855445876,0.139163485493179,"No"
"RPS31",0.464298321722432,10.8416468938583,0.023817490275977,0.139163485493179,"No"
"UBP11",0.559893069421004,4.85618632833109,0.0238289422987191,0.139163485493179,"No"
"SSA4",-0.479066112425104,7.48932184933117,0.0238343331980015,0.139163485493179,"No"
"SFT1",0.523775525172311,5.5423749344249,0.0238928396792749,0.139238975637456,"No"
"JIP4",-0.499998116594721,6.28169600482227,0.0239095452248716,0.139238975637456,"No"
"MSK1",-0.51383353039825,5.85889316019917,0.0239279181921869,0.139238975637456,"No"
"RNR4",0.466959610800358,8.94905925333163,0.0243339188943929,0.141442610498385,"No"
"RPA49",0.500579293494665,6.14548127570676,0.0243926671926254,0.141625138330277,"No"
"ESBP6",0.477677171733461,7.3862919954363,0.0245702101620415,0.142496213246599,"No"
"EFM1",-0.481030407647126,7.05389880158749,0.0249321323200728,0.144433460051071,"No"
"SCS3",-0.525146868104207,5.32058596975192,0.0253935433563587,0.146942079377186,"No"
"OYE2",-0.487436280231731,6.66163731170703,0.025438689396187,0.147039031677291,"No"
"ATX1",-0.485962450669395,6.68379914525791,0.0254885080320489,0.14716274592863,"No"
"ILT1",-0.489643460604123,6.55566265267622,0.0255866778349274,0.147565038426602,"No"
"NKP2",0.579967709494364,4.44695255898637,0.0256259742224125,0.147627275303531,"No"
"HAP3",-0.515113234982301,5.57699729566817,0.0257015529094061,0.147898158353127,"No"
"RPL2B",0.458217090804101,10.7209135822031,0.0257540694992547,0.148035877843108,"No"
"ZDS1",-0.545055789810778,4.9701919008856,0.0258022015061907,0.148148117073793,"No"
"PHO81",-0.507470510929061,5.85143578765966,0.0258817294626017,0.148440173739551,"No"
"RSM19",-0.502962353757069,5.94613394360349,0.0259479003408101,0.148655061797628,"No"
"PAU2",0.535155195121032,5.13775448104564,0.0260352892558499,0.148990898404471,"No"
"BRR1",-0.502174189375709,5.90321978794217,0.0263389277456359,0.150305420458716,"No"
"NAF1",-0.534842407142632,5.17175213623219,0.0263419732154182,0.150305420458716,"No"
"RPB7",0.479382685078207,6.84598870086291,0.0263520605863128,0.150305420458716,"No"
"CLA4",-0.506028290049769,5.75818343591869,0.0264201533811475,0.150319750125474,"No"
"PYP1",0.470128429831871,7.52280451872708,0.0264280767466113,0.150319750125474,"No"
"MDL2",-0.474387245805174,7.17437858204028,0.0264511840641904,0.150319750125474,"No"
"RPL31B",0.460128773551504,8.94633913641788,0.0264910754879872,0.150319750125474,"No"
"TMH18",0.466134771506403,7.92341526640433,0.026499697212697,0.150319750125474,"No"
"SYG1",-0.465136139972583,8.02944330105718,0.026571142898634,0.15056011933482,"No"
"BNR1",-0.589640789956317,4.35744997536897,0.0266648374580412,0.150925894202399,"No"
"SHE10",-0.471028754923585,7.36362245653363,0.0267490942796298,0.151186880450788,"No"
"AIM24",-0.492027413321305,6.22363452414972,0.0267693317963647,0.151186880450788,"No"
"DDI1",0.479009404530591,6.75010953855468,0.0268281419406496,0.15135397288739,"No"
"PER1",0.48124002897188,6.70305230817566,0.0268863008699301,0.151517031779508,"No"
"INA1",0.57861090132716,4.33436750655579,0.0271355757690279,0.152755594464995,"No"
"BNI5",-0.498725601167003,5.91193343128007,0.0271945034745574,0.152810527932589,"No"
"HMG2",0.480619852634085,6.722227936486,0.0272043457721273,0.152810527932589,"No"
"CLB2",-0.488178411530968,6.25814033451907,0.0272742436822675,0.153037170130513,"No"
"TDA6",-0.554050677893279,4.69951987731395,0.0273576719632237,0.153339159196467,"No"
"DUG1",0.457526701701133,8.69054589836637,0.0277360986618462,0.155292167534813,"No"
"SHE2",0.49816843214698,5.95414334194883,0.0278116703003702,0.155547127954231,"No"
"PRM3",0.616287891730398,3.9434991740255,0.0279870877796093,0.156353953092853,"No"
"SSB2",0.451660278846991,10.5482128532071,0.0280163098030831,0.156353953092853,"No"
"TIF1",0.457876934783329,8.38730831067351,0.0281696025640187,0.157040227856892,"No"
"SCS2",0.457870160487944,8.33545424653382,0.0282790112297309,0.157480644256749,"No"
"URB1",0.527231515251712,5.115160858586,0.0284212250816144,0.158102604401376,"No"
"HOM2",-0.452131657979868,9.58899695398029,0.0284914723445532,0.15832332110777,"No"
"OTU1",0.473770620859421,6.75655094275807,0.0285833114688502,0.158663419182396,"No"
"BOL1",0.485550302449942,6.2650597747063,0.0288488113019383,0.1599657320479,"No"
"RLI1",0.464723098105334,7.28269511799297,0.0291527460319466,0.161478151550216,"No"
"ULA1",0.485194790595904,6.16255417946614,0.0292013446840833,0.161574534315029,"No"
"FRE8",-0.511900943989391,5.42753093361415,0.0292626152023163,0.16174075147577,"No"
"MRPL24",-0.502977674689936,5.57890691094267,0.0293262521358538,0.161919679969709,"No"
"LSB3",-0.458478606015238,7.74869874301882,0.029626483638162,0.163282363378098,"No"
"ALG8",0.470934587650584,6.7718150055303,0.0296617235345551,0.163282363378098,"No"
"KGD4",-0.455734760302069,8.06079141314723,0.0296924168697268,0.163282363378098,"No"
"YET1",0.452421983080517,8.58741199157508,0.0296991670790052,0.163282363378098,"No"
"ABP1",-0.465822526012413,7.06575615555009,0.029819335009929,0.163593209428511,"No"
"MHO1",0.453811135621449,8.27147668717397,0.0298472283317011,0.163593209428511,"No"
"SWM2",0.560214196974063,4.56610879904128,0.0298504697644223,0.163593209428511,"No"
"COX13",-0.447889927367673,9.52168343744385,0.0300737617339249,0.16392988554576,"No"
"NGL2",-0.504495161086032,5.48692897924204,0.0300894726630892,0.16392988554576,"No"
"MDM38",-0.453404827437498,8.2368171288366,0.0300919655386231,0.16392988554576,"No"
"RPC19",0.48638370114511,6.04693632562862,0.0300985189360548,0.16392988554576,"No"
"ATR1",-0.477115134943024,6.43739970940689,0.030130785563743,0.16392988554576,"No"
"YAF9",-0.524498503456845,5.09761955501215,0.0301534696841353,0.16392988554576,"No"
"NCA3",-0.446051888725844,10.2432283276557,0.0301857102151258,0.16392988554576,"No"
"OSW2",0.536076443650273,4.90648524047278,0.0301967775266759,0.16392988554576,"No"
"EXO1",-0.536025263070444,4.90793208975138,0.0301967775266759,0.16392988554576,"No"
"RSB1",-0.552494148375991,4.62047553111893,0.0302630308309988,0.16411752531282,"No"
"MSB1",-0.515313174876522,5.24246113521294,0.0303068145162678,0.164183046422334,"No"
"NTG1",-0.50432880178607,5.47720750876553,0.0303960057476603,0.164374910700592,"No"
"PDR11",0.474303026208429,6.50343500535471,0.0304057085250371,0.164374910700592,"No"
"FRE4",0.566857449528288,4.31684903122107,0.0305978152577541,0.165240964775713,"No"
"TPS2",0.450057371922049,8.53294619343965,0.0306644547424062,0.16542834490721,"No"
"SNC1",0.467106867611892,6.73940618463449,0.0307618464330834,0.165781064179957,"No"
"HTA1",0.443825349354734,10.4443268256137,0.0308968413437017,0.166335489936623,"No"
"ALK1",-0.469514740080092,6.67630838364231,0.0310288959433265,0.16687295128815,"No"
"YPQ1",0.451991990069585,7.99600063871407,0.0312135822355989,0.167632564281144,"No"
"ESC1",-0.484920778259126,5.93210930523981,0.0312348763335208,0.167632564281144,"No"
"THR1",0.450323770356664,8.19889494403455,0.0313001972658691,0.167809235652108,"No"
"EMA35",0.798595917649896,2.64054465575788,0.0314495591890544,0.168427374677219,"No"
"PRP28",-0.549664465123818,4.60985450594581,0.0314805365297448,0.168427374677219,"No"
"NDE1",-0.442229823337995,10.4261794104098,0.0315163194551365,0.168444807490353,"No"
"RVS167",-0.454961060732828,7.54922974717475,0.0316099533297767,0.168771080716406,"No"
"CDC42",0.449932933084377,8.04548018858384,0.0318492871987506,0.169873798560586,"No"
"FLO9",0.492635547592929,5.62777410505388,0.0321665207215315,0.171389311539929,"No"
"MED4",-0.48233677357518,5.96171823431138,0.0323001654289713,0.17192451876325,"No"
"CAN1",-0.445922718878306,8.38101236314999,0.032566083277442,0.173161956153873,"No"
"RPS9B",0.439808939325484,9.82966365454612,0.0328635123187576,0.174564236203944,"No"
"GLY1",-0.446206864981125,8.14558840246353,0.033034356798243,0.175291940428382,"No"
"HXT10",0.816518689191609,2.49307826468183,0.0331154321730484,0.17542562188052,"No"
"RPL14A",0.439355201056561,9.7344241082402,0.0331272944968427,0.17542562188052,"No"
"NPT1",-0.448587585076789,7.78076334077258,0.0332067697673046,0.175666864785363,"No"
"IRC8",-0.473122865078793,6.20976274306363,0.0334941462084873,0.177006309401791,"No"
"ATH1",0.4517017920042,7.36021442140102,0.0336129644800997,0.177453152948457,"No"
"SEC22",0.460289533557849,6.78605983184612,0.0336728999463104,0.177527201483981,"No"
"CDC9",-0.483481529382586,5.76476436144996,0.0336955472212306,0.177527201483981,"No"
"UBP3",-0.473304707448229,6.1632176787535,0.033771352391633,0.17774576629702,"No"
"SIS2",-0.468705640627314,6.26622495574571,0.0338062192676479,0.17774863917477,"No"
"UBX6",0.447006107345026,7.76218235851476,0.0338688880459913,0.177897536704046,"No"
"SMU2",-0.531489893840376,4.70300280491308,0.0341422645617646,0.179151761059148,"No"
"PTH1",-0.570071855637004,4.14803545248398,0.0342799474929492,0.179447421920803,"No"
"TMA19",0.435095254638521,10.4630136083773,0.0343264008160947,0.179447421920803,"No"
"MXR2",0.457488353441906,6.87887322280667,0.0343356366174833,0.179447421920803,"No"
"GRX4",-0.453418872981202,7.08519802796375,0.0343462189163062,0.179447421920803,"No"
"ZWF1",0.438254020881168,9.05190603578218,0.0343718560620653,0.179447421920803,"No"
"ELO2",0.447426356211732,7.55876626738479,0.0344638666640043,0.179746591594036,"No"
"CHO2",0.44600767727169,7.66037608879494,0.0346396169427042,0.180371608818502,"No"
"TFA2",-0.474698786063272,5.94353282779704,0.0346533598714829,0.180371608818502,"No"
"CDA1",0.547856808404683,4.46667706900405,0.0348220257018051,0.181067541274748,"No"
"MEU1",0.46343500540665,6.47216048336561,0.034866167497194,0.181115227149416,"No"
"CWC21",-0.521145112209106,4.85495757354619,0.0350838255873787,0.182022473863234,"No"
"HAS1",0.467458243449451,6.21398254070838,0.0351111124520893,0.182022473863234,"No"
"RSA1",0.473351853439004,5.95957998364043,0.0353655297169088,0.18308323466433,"No"
"CSR2",-0.446640954949208,7.4248072534441,0.0353864294070273,0.18308323466433,"No"
"MRPL40",-0.484981179832744,5.68082641902786,0.0354409091167087,0.18318210410722,"No"
"SSA2",-0.433799396135862,9.56055432681808,0.0355894912820785,0.183766675323913,"No"
"HUL4",0.543689688364319,4.5018232885131,0.0358273749089304,0.184676891489884,"No"
"OSW7",-0.458316374757046,6.5888065964494,0.0358370874584541,0.184676891489884,"No"
"NUP116",-0.458997267183211,6.50801064998392,0.0359319224342567,0.184981537064628,"No"
"PDL32",-0.508075703947723,5.13778327738856,0.0359934492363198,0.185114273679146,"No"
"MCO10",-0.445672733453977,7.37068959264591,0.036035980122545,0.185149147871687,"No"
"DIB1",-0.454932002121789,6.72078648146185,0.0361820539883796,0.185715418836291,"No"
"PEX32",0.481386409643661,5.60450774421182,0.0362817179470667,0.186042591334513,"No"
"RPE1",0.439455032469176,7.95100529189602,0.0363383520658185,0.186148689761497,"No"
"SPP381",-0.633243609311735,3.59246141606493,0.0364752105477022,0.186665133820701,"No"
"WSC3",0.478398851434237,5.76588141157394,0.0365836650654318,0.186784741195916,"No"
"BNI4",-0.479223374985614,5.67747710428447,0.0365955439494077,0.186784741195916,"No"
"RPG1",-0.439524611006142,7.8690153195807,0.0366067797477997,0.186784741195916,"No"
"FYV8",-0.471853343676387,5.98942716997744,0.0367835659804435,0.187502055327477,"No"
"SMA1",0.681291677983715,3.17343733889144,0.0368426234017569,0.187618433232742,"No"
"GET4",0.467792509584226,6.04546440717015,0.0370010725008208,0.18792966220293,"No"
"PAU23",0.583754359410715,3.96589584832775,0.0370101280950625,0.18792966220293,"No"
"ARR2",0.626994468565836,3.50900009452581,0.037040191143116,0.18792966220293,"No"
"DDC1",-0.545557287779699,4.43608645433324,0.0370646803593497,0.18792966220293,"No"
"APS1",0.479309736616201,5.59908926579873,0.0370851737345809,0.18792966220293,"No"
"SPO14",-0.480682153443969,5.63611665230931,0.0372309166787621,0.188483790302355,"No"
"FRE6",-0.442115649675581,7.40497934685177,0.0373781777960697,0.189044514458833,"No"
"MNE1",-0.464476000578587,6.07578464521479,0.0374231590742505,0.189087356922481,"No"
"RPL38",0.427651106732731,10.2179528792462,0.0376735997106991,0.19009266475119,"No"
"IMG1",-0.463864664919045,6.15477806683448,0.0376955332495601,0.19009266475119,"No"
"TMA17",0.435380337247033,8.05688716156963,0.0377626257311549,0.190245757452968,"No"
"DAL80",0.534786275257336,4.59519570147474,0.0379040861992462,0.190772849782212,"No"
"LGE1",-0.465247708427479,6.04451215910853,0.0379484887082165,0.19081089613578,"No"
"TAH11",-0.454918719431822,6.45849187186553,0.0381185986156481,0.191480331940293,"No"
"SNF1",-0.446378473340913,6.92566071500707,0.0382244242663312,0.191825865576869,"No"
"PEX1",0.483820726424959,5.44101070870857,0.038278528621359,0.191911422778333,"No"
"MRX3",-0.447857896946772,6.86653095574582,0.0384303976450366,0.192486488784956,"No"
"SDD1",0.584702300290897,3.86746670098607,0.0386180862929504,0.19323968010743,"No"
"ASF1",-0.471006220835805,5.84870391102372,0.0387223200745306,0.19338755609064,"No"
"ERS1",0.469986474549477,5.84858492255399,0.0387223200745306,0.19338755609064,"No"
"UTP13",0.472781583555167,5.73988878049277,0.0387947726314628,0.193529757308533,"No"
